movie,imdb_ratings,metascore,votes,category,genres1,genres2,genres3,stars1,stars2,stars3,nb_oscar,win,nom,runtime,budget,gross,years
The Final Girls,6.6,59.0,32832.0,3.0,Comedy,Drama,Fantasy,Taissa Farmiga,Malin Akerman,Adam Devine,0.0,6.0,13.0,88.0,4500000.0,53160295.192035295,2015
The Wave,6.7,68.0,31557.0,1.0,Drama,Thriller,Thriller,Kristoffer Joner,Ane Dahl Torp,Jonas Hoff Oftebro,0.0,7.0,9.0,105.0,6000000.0,12975143.0,2015
Unfinished Business,5.4,32.0,31123.0,1.0,Comedy,Drama,Drama,Vince Vaughn,Dave Franco,Tom Wilkinson,0.0,0.0,1.0,91.0,35000000.0,14431253.0,2015
The Second Best Exotic Marigold Hotel,6.6,51.0,30480.0,2.0,Comedy,Drama,Drama,Judi Dench,Maggie Smith,Bill Nighy,0.0,0.0,3.0,122.0,10000000.0,85978266.0,2015
Survivor,5.6,28.0,30343.0,3.0,Action,Crime,Thriller,Milla Jovovich,Pierce Brosnan,Dylan McDermott,0.0,0.0,0.0,96.0,20000000.0,3839100.0,2015
45 Years,7.1,94.0,29968.0,1.0,Drama,Romance,Romance,Charlotte Rampling,Tom Courtenay,Geraldine James,1.0,21.0,2155.0,91.0,43819528.982781656,14430249.0,2015
Cop Car,6.3,66.0,29305.0,1.0,Crime,Thriller,Thriller,Kevin Bacon,James Freedson-Jackson,Hays Wellford,0.0,1.0,4.0,88.0,800000.0,143658.0,2015
Danny Collins,7.0,58.0,29284.0,1.0,Biography,Comedy,Drama,Al Pacino,Annette Bening,Jennifer Garner,1.0,1.0,13.0,106.0,10000000.0,10835752.0,2015
The Diary of a Teenage Girl,6.9,87.0,28676.0,1.0,Comedy,Drama,Romance,Bel Powley,Alexander Skarsgård,Kristen Wiig,0.0,16.0,36.0,102.0,2000000.0,1775133.0,2015
The End of the Tour,7.3,82.0,27790.0,1.0,Biography,Drama,Drama,Jason Segel,Jesse Eisenberg,Anna Chlumsky,0.0,4.0,17.0,106.0,43819528.982781656,3072991.0,2015
Z for Zachariah,6.0,68.0,27187.0,3.0,Drama,Sci-Fi,Thriller,Chiwetel Ejiofor,Chris Pine,Margot Robbie,0.0,0.0,3.0,98.0,7500000.0,381839.0,2015
Heist,6.1,37.0,26589.0,1.0,Action,Crime,Drama,Robert De Niro,Jeffrey Dean Morgan,Dave Bautista,0.0,0.0,0.0,93.0,8900000.0,3777046.0,2015
Equals,6.1,43.0,26407.0,3.0,Drama,Romance,Sci-Fi,Nicholas Hoult,Kristen Stewart,Vernetta Lopez,0.0,1.0,5.0,101.0,16000000.0,2084628.0,2015
A Bigger Splash,6.4,74.0,25864.0,1.0,Drama,Thriller,Thriller,Tilda Swinton,Matthias Schoenaerts,Ralph Fiennes,0.0,4.0,17.0,125.0,43819528.982781656,7545758.0,2015
Tangerine,7.1,86.0,25632.0,1.0,Comedy,Crime,Drama,Kitana Kiki Rodriguez,Mya Taylor,Karren Karagulian,0.0,25.0,40.0,88.0,100000.0,828874.0,2015
Tale of Tales,6.4,72.0,25593.0,1.0,Drama,Fantasy,Horror,Salma Hayek,Vincent Cassel,Toby Jones,0.0,22.0,15.0,134.0,12000000.0,5497104.0,2015
Max,6.7,47.0,25217.0,2.0,Adventure,Drama,Family,Thomas Haden Church,Josh Wiggins,Luke Kleintank,0.0,0.0,1.0,111.0,20000000.0,43967255.0,2015
The Lady in the Van,6.7,70.0,24948.0,3.0,Biography,Comedy,Drama,Maggie Smith,Alex Jennings,Jim Broadbent,1.0,1.0,15.0,104.0,6000000.0,41387687.0,2015
Mistress America,6.7,75.0,24526.0,1.0,Comedy,Drama,Drama,Greta Gerwig,Lola Kirke,Shana Dowdeswell,0.0,2.0,14.0,84.0,43819528.982781656,3340737.0,2015
Paranormal Activity: The Ghost Dimension,4.6,30.0,24038.0,1.0,Horror,Mystery,Thriller,Chris J. Murray,Brit Shaw,Ivy George,0.0,1.0,4.0,88.0,10000000.0,78903124.0,2015
Knight of Cups,5.7,53.0,24007.0,1.0,Drama,Romance,Romance,Christian Bale,Cate Blanchett,Natalie Portman,0.0,3.0,9.0,118.0,43819528.982781656,1026288.0,2015
A Walk in the Woods,6.3,51.0,23675.0,1.0,Adventure,Biography,Comedy,Robert Redford,Nick Nolte,Emma Thompson,0.0,0.0,1.0,104.0,8000000.0,37461274.0,2015
Where to Invade Next,7.5,64.0,22927.0,1.0,Documentary,Comedy,Comedy,Michael Moore,Johnny Fancelli,Christina Fancelli,0.0,3.0,13.0,120.0,43819528.982781656,4664756.0,2015
Fathers & Daughters,7.1,31.0,22907.0,1.0,Drama,Drama,Drama,Russell Crowe,Amanda Seyfried,Aaron Paul,0.0,0.0,0.0,116.0,22400000.0,5587709.0,2015
Ricki and the Flash,5.9,54.0,21919.0,3.0,Comedy,Drama,Music,Meryl Streep,Kevin Kline,Mamie Gummer,0.0,0.0,4.0,101.0,18000000.0,41325328.0,2015
Little Boy,7.4,30.0,21790.0,3.0,Drama,History,War,Jakob Salvati,Emily Watson,David Henrie,0.0,0.0,1.0,106.0,20000000.0,17572289.0,2015
Remember,7.5,52.0,21588.0,1.0,Drama,Mystery,Thriller,Christopher Plummer,Kim Roberts,Amanda Smith,0.0,4.0,24.0,94.0,13000000.0,4235959.0,2015
MI-5,6.2,47.0,20696.0,1.0,Action,Drama,Thriller,Kit Harington,Peter Firth,Jennifer Ehle,0.0,0.0,2.0,104.0,43819528.982781656,5161464.0,2015
Jane Got a Gun,5.9,49.0,20263.0,1.0,Action,Drama,Western,Natalie Portman,Joel Edgerton,Ewan McGregor,0.0,0.0,1.0,98.0,25000000.0,3067531.0,2015
Our Brand Is Crisis,6.1,53.0,19952.0,1.0,Comedy,Drama,Drama,Sandra Bullock,Billy Bob Thornton,Anthony Mackie,0.0,0.0,2.0,107.0,28000000.0,8527658.0,2015
A Perfect Day,6.8,60.0,19708.0,1.0,Comedy,Drama,War,Benicio Del Toro,Tim Robbins,Olga Kurylenko,0.0,4.0,20.0,106.0,43819528.982781656,4069691.0,2015
Love the Coopers,5.8,31.0,19549.0,3.0,Comedy,Fantasy,Romance,Steve Martin,Diane Keaton,John Goodman,0.0,0.0,2.0,107.0,17000000.0,42426912.0,2015
Mississippi Grind,6.4,77.0,19362.0,1.0,Comedy,Drama,Drama,Ben Mendelsohn,Ryan Reynolds,Yvonne Landry,0.0,2.0,3.0,108.0,6000000.0,422746.0,2015
Barely Lethal,5.4,44.0,19314.0,3.0,Action,Adventure,Comedy,Jaime King,Samuel L. Jackson,Madeleine Stack,0.0,0.0,0.0,96.0,15000000.0,933847.0,2015
The Boy and the Beast,7.7,65.0,19169.0,3.0,Animation,Action,Adventure,Kôji Yakusho,Aoi Miyazaki,Shôta Sometani,0.0,1.0,7.0,119.0,43819528.982781656,49768644.0,2015
Hidden,6.4,64.0,18918.0,1.0,Horror,Thriller,Thriller,Alexander Skarsgård,Andrea Riseborough,Emily Alyn Lind,0.0,0.0,0.0,84.0,43819528.982781656,53160295.192035295,2015
Kidnapping Mr. Heineken,6.1,33.0,18886.0,1.0,Action,Crime,Drama,Jim Sturgess,Sam Worthington,Ryan Kwanten,0.0,0.0,0.0,95.0,43819528.982781656,3184017.0,2015
Justice League: Throne of Atlantis,6.7,64.0,18849.0,3.0,Animation,Action,Adventure,Sean Astin,Rosario Dawson,Nathan Fillion,0.0,0.0,1.0,72.0,3500000.0,53160295.192035295,2015
The Gallows,4.2,30.0,18789.0,1.0,Horror,Mystery,Sci-Fi,Reese Mishler,Pfeifer Brown,Ryan Shoos,0.0,0.0,1.0,81.0,100000.0,42964410.0,2015
Batman vs. Robin,7.1,64.0,18489.0,3.0,Animation,Action,Adventure,Stuart Allan,Troy Baker,Kevin Conroy,0.0,0.0,2.0,80.0,43819528.982781656,53160295.192035295,2015
Into the Forest,5.8,59.0,18203.0,1.0,Drama,Thriller,Thriller,Ellen Page,Evan Rachel Wood,Max Minghella,0.0,2.0,3.0,101.0,43819528.982781656,92166.0,2015
Truth,6.8,66.0,18120.0,1.0,Biography,Drama,History,Cate Blanchett,Robert Redford,Dennis Quaid,0.0,1.0,6.0,125.0,9600000.0,5383097.0,2015
Tracers,5.6,45.0,18113.0,3.0,Action,Crime,Drama,Taylor Lautner,Marie Avgeropoulos,Adam Rayner,0.0,0.0,2.0,94.0,11000000.0,3340503.0,2015
By the Sea,5.3,44.0,17892.0,1.0,Drama,Romance,Romance,Brad Pitt,Angelina Jolie,Mélanie Laurent,0.0,1.0,2.0,122.0,10000000.0,3334927.0,2015
Dragon Blade,6.0,41.0,17872.0,1.0,Action,Adventure,Drama,Jackie Chan,John Cusack,Adrien Brody,0.0,4.0,2.0,127.0,65000000.0,122606884.0,2015
Cartel Land,7.4,76.0,17473.0,1.0,Documentary,News,News,Tim Nailer Foley,José Manuel 'El Doctor' Mireles,Paco Valencia,1.0,18.0,1836.0,100.0,43819528.982781656,1145923.0,2015
The Blackcoat's Daughter,5.9,68.0,17013.0,1.0,Horror,Mystery,Thriller,Emma Roberts,Kiernan Shipka,Lucy Boynton,0.0,0.0,6.0,93.0,43819528.982781656,38348.0,2015
Bilal: A New Breed of Hero,7.9,52.0,16989.0,3.0,Animation,Action,Adventure,Adewale Akinnuoye-Agbaje,Ian McShane,China Anne McClain,0.0,0.0,1.0,105.0,30000000.0,3087832.0,2015
Experimenter,6.6,81.0,16967.0,3.0,Biography,Drama,History,John Palladino,Anthony Edwards,Jim Gaffigan,0.0,2.0,5.0,98.0,43819528.982781656,224145.0,2015
Miss You Already,6.8,59.0,16869.0,3.0,Comedy,Drama,Romance,Drew Barrymore,Toni Collette,Dominic Cooper,0.0,0.0,1.0,112.0,43819528.982781656,7573997.0,2015
He Never Died,6.4,72.0,16647.0,1.0,Comedy,Drama,Fantasy,Henry Rollins,Booboo Stewart,Kate Greenhouse,0.0,0.0,3.0,99.0,43819528.982781656,53160295.192035295,2015
Alvin and the Chipmunks: The Road Chip,5.0,33.0,16024.0,2.0,Animation,Adventure,Comedy,Jason Lee,Justin Long,Matthew Gray Gubler,0.0,1.0,4.0,92.0,90000000.0,234798636.0,2015
Southbound,5.9,58.0,15858.0,1.0,Fantasy,Horror,Thriller,Chad Villella,Matt Bettinelli-Olpin,Kristina Pesic,0.0,0.0,1.0,89.0,43819528.982781656,35275.0,2015
The Program,6.5,53.0,15737.0,1.0,Biography,Drama,Sport,Ben Foster,Chris O'Dowd,Guillaume Canet,0.0,0.0,0.0,99.0,43819528.982781656,3335613.0,2015
The Overnight,6.1,65.0,15534.0,1.0,Comedy,Mystery,Mystery,Adam Scott,Taylor Schilling,Jason Schwartzman,0.0,1.0,3.0,79.0,43819528.982781656,1110522.0,2015
Extinction,5.8,46.0,15511.0,1.0,Drama,Horror,Sci-Fi,Matthew Fox,Jeffrey Donovan,Quinn McColgan,0.0,1.0,3.0,112.0,7000000.0,2350695.0,2015
Maggie's Plan,6.2,76.0,15376.0,1.0,Comedy,Drama,Romance,Greta Gerwig,Ethan Hawke,Julianne Moore,0.0,1.0,6.0,98.0,43819528.982781656,5883891.0,2015
Vice,4.2,17.0,15084.0,1.0,Action,Adventure,Sci-Fi,Thomas Jane,Bruce Willis,Ambyr Childers,0.0,0.0,0.0,96.0,10000000.0,1568954.0,2015
Ashby,6.4,46.0,14389.0,1.0,Comedy,Crime,Drama,Mickey Rourke,Nat Wolff,Emma Roberts,0.0,0.0,1.0,100.0,43819528.982781656,122919.0,2015
Meru,7.7,77.0,14289.0,1.0,Documentary,Sport,Sport,Conrad Anker,Grace Chin,Jimmy Chin,0.0,4.0,14.0,90.0,43819528.982781656,2334228.0,2015
Grandma,6.7,77.0,14276.0,1.0,Comedy,Drama,Drama,Lily Tomlin,Julia Garner,Marcia Gay Harden,1.0,5.0,512.0,79.0,600000.0,7205073.0,2015
The Vatican Tapes,4.8,38.0,14182.0,3.0,Horror,Thriller,Thriller,Olivia Taylor Dudley,Michael Peña,Dougray Scott,0.0,0.0,0.0,91.0,8000000.0,13015764.0,2015
Ronaldo,6.4,64.0,13784.0,3.0,Documentary,Biography,Sport,Dolores Aveiro,Hugo Aveiro,Georgie Bingham,0.0,0.0,0.0,102.0,43819528.982781656,53160295.192035295,2015
Home Sweet Hell,5.4,22.0,13755.0,1.0,Comedy,Crime,Thriller,Katherine Heigl,Patrick Wilson,Madison Wolfe,0.0,0.0,1.0,98.0,3000000.0,53160295.192035295,2015
Infini,5.4,64.0,13705.0,1.0,Horror,Sci-Fi,Thriller,Daniel MacPherson,Grace Huang,Luke Hemsworth,0.0,0.0,0.0,110.0,800000.0,53160295.192035295,2015
Dheepan,7.2,76.0,13593.0,1.0,Crime,Drama,Drama,Jesuthasan Antonythasan,Kalieaswari Srinivasan,Claudine Vinasithamby,1.0,6.0,615.0,115.0,43819528.982781656,5562575.0,2015
Final Girl,4.7,64.0,13576.0,1.0,Horror,Thriller,Thriller,Abigail Breslin,Wes Bentley,Logan Huffman,0.0,1.0,1.0,90.0,8000000.0,33411.0,2015
Demonic,5.3,64.0,12981.0,1.0,Horror,Thriller,Thriller,Maria Bello,Frank Grillo,Cody Horn,0.0,0.0,1.0,83.0,3000000.0,4476578.0,2015
Justice League: Gods and Monsters,7.0,64.0,12891.0,3.0,Animation,Action,Adventure,Benjamin Bratt,Michael C. Hall,Tamara Taylor,0.0,0.0,0.0,76.0,43819528.982781656,53160295.192035295,2015
War Room,6.5,26.0,12806.0,2.0,Drama,Drama,Drama,Priscilla C. Shirer,T.C. Stallings,Karen Abercrombie,0.0,0.0,5.0,120.0,3000000.0,73256266.0,2015
The Sea of Trees,6.1,23.0,12780.0,3.0,Drama,Fantasy,Mystery,Matthew McConaughey,Naomi Watts,Ken Watanabe,0.0,0.0,2.0,110.0,25000000.0,906995.0,2015
Area 51,4.2,30.0,12671.0,1.0,Horror,Mystery,Sci-Fi,Reid Warner,Darrin Bragg,Ben Rovner,0.0,0.0,0.0,91.0,5000000.0,7556.0,2015
The Second Mother,7.8,82.0,12411.0,1.0,Comedy,Drama,Drama,Regina Casé,Helena Albergaria,Michel Joelsas,0.0,34.0,30.0,112.0,4000000.0,3003560.0,2015
Rams,7.3,64.0,12088.0,1.0,Comedy,Drama,Drama,Sigurður Sigurjónsson,Theodór Júlíusson,Charlotte Bøving,0.0,32.0,14.0,93.0,1750000.0,1826583.0,2015
The Clan,7.0,73.0,11696.0,1.0,Biography,Crime,Drama,Guillermo Francella,Gastón Cocchiarale,Peter Lanzani,0.0,15.0,36.0,108.0,43819528.982781656,20381995.0,2015
The Wolfpack,7.0,75.0,11650.0,1.0,Documentary,Biography,Biography,Bhagavan Angulo,Govinda Angulo,Jagadisa Angulo,0.0,7.0,14.0,90.0,43819528.982781656,1414140.0,2015
Air,5.1,33.0,11504.0,3.0,Drama,Sci-Fi,Thriller,Norman Reedus,Djimon Hounsou,Sandrine Holt,0.0,0.0,1.0,95.0,43819528.982781656,53160295.192035295,2015
Our Little Sister,7.5,75.0,11470.0,2.0,Drama,Family,Family,Haruka Ayase,Masami Nagasawa,Kaho,0.0,16.0,22.0,127.0,43819528.982781656,15918101.0,2015
Louder Than Bombs,6.6,70.0,11459.0,1.0,Drama,Drama,Drama,Jesse Eisenberg,Gabriel Byrne,Isabelle Huppert,0.0,12.0,9.0,109.0,11000000.0,1160724.0,2015
The Meddler,6.3,68.0,11347.0,3.0,Comedy,Drama,Romance,Susan Sarandon,Rose Byrne,J.K. Simmons,0.0,0.0,2.0,103.0,3200000.0,5425148.0,2015
Backtrack,5.9,43.0,11312.0,1.0,Drama,Fantasy,Mystery,Adrien Brody,Jenni Baird,Bruce Spence,0.0,0.0,2.0,90.0,43819528.982781656,53160295.192035295,2015
Freeheld,6.6,50.0,11278.0,3.0,Biography,Drama,Romance,Julianne Moore,Ellen Page,Steve Carell,0.0,1.0,10.0,103.0,7000000.0,1474471.0,2015
Tales of Halloween,5.5,64.0,11177.0,1.0,Comedy,Horror,Horror,Adrienne Barbeau,Hunter Smit,Cameron Easton,0.0,2.0,4.0,92.0,43819528.982781656,416792.0,2015
Intruders,5.7,39.0,11127.0,1.0,Drama,Horror,Thriller,Rory Culkin,Leticia Jimenez,Jack Kesy,0.0,0.0,3.0,90.0,43819528.982781656,53160295.192035295,2015
Freaks of Nature,5.9,64.0,10584.0,1.0,Comedy,Horror,Sci-Fi,Nicholas Braun,Mackenzie Davis,Josh Fadem,0.0,0.0,5.0,92.0,43819528.982781656,70958.0,2015
The D Train,5.0,64.0,10429.0,1.0,Comedy,Drama,Drama,Jack Black,James Marsden,Kathryn Hahn,0.0,0.0,2.0,101.0,3000000.0,774780.0,2015
Rock the Kasbah,5.5,29.0,10348.0,1.0,Comedy,Music,War,Bill Murray,Leem Lubany,Zooey Deschanel,0.0,0.0,0.0,106.0,15000000.0,3394174.0,2015
Jenny's Wedding,5.5,33.0,10156.0,3.0,Comedy,Drama,Romance,Katherine Heigl,Tom Wilkinson,Linda Emond,0.0,0.0,1.0,94.0,43819528.982781656,42927.0,2015
Spare Parts,7.3,50.0,10117.0,3.0,Drama,Drama,Drama,George Lopez,Jamie Lee Curtis,Carlos PenaVega,0.0,2.0,2.0,114.0,43819528.982781656,3701281.0,2015
Synchronicity,5.5,39.0,10027.0,1.0,Drama,Mystery,Romance,Chad McKnight,Brianne Davis,AJ Bowen,0.0,1.0,1.0,101.0,43819528.982781656,4505.0,2015
Forsaken,6.3,55.0,9890.0,1.0,Action,Drama,Western,Esther Purves-Smith,Kiefer Sutherland,Donald Sutherland,0.0,1.0,9.0,90.0,11000000.0,53160295.192035295,2015
Strange Magic,5.8,25.0,9809.0,2.0,Animation,Adventure,Comedy,Evan Rachel Wood,Elijah Kelley,Kristin Chenoweth,0.0,1.0,4.0,99.0,43819528.982781656,13603453.0,2015
Queen of the Desert,5.7,39.0,9632.0,3.0,Adventure,Biography,Drama,Nicole Kidman,James Franco,Robert Pattinson,0.0,0.0,1.0,128.0,15000000.0,1592853.0,2015
Visions,5.3,64.0,9614.0,1.0,Drama,Horror,Mystery,Isla Fisher,Anson Mount,Gillian Jacobs,0.0,0.0,1.0,82.0,43819528.982781656,1013805.0,2015
The Bronze,6.1,44.0,9563.0,1.0,Comedy,Drama,Sport,Melissa Rauch,Gary Cole,Haley Lu Richardson,0.0,0.0,1.0,100.0,3500000.0,615816.0,2015
The Perfect Guy,5.6,36.0,9538.0,3.0,Crime,Drama,Horror,Sanaa Lathan,Michael Ealy,Morris Chestnut,0.0,2.0,3.0,100.0,12000000.0,60273173.0,2015
Extraction,4.1,25.0,9509.0,1.0,Action,Thriller,Thriller,Bruce Willis,Kellan Lutz,Gina Carano,0.0,0.0,0.0,92.0,12000000.0,710636.0,2015
A War,7.1,81.0,9466.0,1.0,Crime,Drama,Thriller,Pilou Asbæk,Tuva Novotny,Søren Malling,1.0,8.0,825.0,115.0,43819528.982781656,1114663.0,2015
Miles Ahead,6.4,64.0,9030.0,1.0,Biography,Drama,Music,Don Cheadle,Emayatzy Corinealdi,Ewan McGregor,0.0,2.0,12.0,100.0,43819528.982781656,3473958.0,2015
Lazer Team,5.6,42.0,9011.0,3.0,Action,Comedy,Sci-Fi,Burnie Burns,Gavin Free,Michael Jones,0.0,0.0,1.0,102.0,2480421.0,1406538.0,2015
A Royal Night Out,6.5,58.0,8968.0,3.0,Comedy,Drama,Romance,Sarah Gadon,Bel Powley,Emily Watson,0.0,1.0,1.0,97.0,43819528.982781656,4779170.0,2015
Desierto,6.0,51.0,8897.0,1.0,Action,Adventure,Drama,Gael García Bernal,Jeffrey Dean Morgan,Alondra Hidalgo,0.0,2.0,23.0,88.0,3000000.0,4924990.0,2015
Man Down,5.9,27.0,8893.0,1.0,Drama,Thriller,Thriller,Shia LaBeouf,Jai Courtney,Gary Oldman,0.0,0.0,1.0,90.0,43819528.982781656,167085.0,2015
Chi-Raq,5.7,77.0,8793.0,1.0,Comedy,Crime,Drama,Nick Cannon,Teyonah Parris,Wesley Snipes,0.0,5.0,13.0,127.0,43819528.982781656,2719699.0,2015
Blackway,5.3,64.0,8688.0,1.0,Drama,Thriller,Thriller,Anthony Hopkins,Julia Stiles,Ray Liotta,0.0,0.0,0.0,90.0,8000000.0,426491.0,2015
The Ones Below,6.1,63.0,8653.0,1.0,Drama,Thriller,Thriller,Clémence Poésy,David Morrissey,Stephen Campbell Moore,0.0,0.0,3.0,87.0,43819528.982781656,121827.0,2015
Strangerland,5.2,42.0,8493.0,1.0,Drama,Mystery,Thriller,Nicole Kidman,Joseph Fiennes,Hugo Weaving,0.0,1.0,6.0,112.0,10000000.0,111107.0,2015
Superfast!,4.1,64.0,8491.0,3.0,Comedy,Comedy,Comedy,Alex Ashbaugh,Dale Pavinski,Lili Mirojnick,0.0,0.0,0.0,99.0,20000000.0,2075731.0,2015
Moonwalkers,6.1,39.0,8270.0,1.0,Action,Comedy,Comedy,Rupert Grint,Ron Perlman,Robert Sheehan,0.0,0.0,0.0,107.0,43819528.982781656,92365.0,2015
Jeruzalem,4.7,45.0,8057.0,1.0,Horror,Sci-Fi,Thriller,Yael Grobglas,Yon Tumarkin,Danielle Jadelyn,0.0,3.0,2.0,94.0,43819528.982781656,107024.0,2015
13 Minutes,7.0,58.0,7994.0,1.0,Biography,Drama,War,Christian Friedel,Katharina Schüttler,Burghart Klaußner,0.0,4.0,16.0,114.0,43819528.982781656,1339103.0,2015
Boruto: Naruto the Movie,7.9,64.0,7884.0,2.0,Animation,Action,Adventure,Yûko Sanpei,Kokoro Kikuchi,Ryûichi Kijima,0.0,0.0,3.0,95.0,43819528.982781656,38362448.0,2015
People Places Things,6.9,68.0,7788.0,1.0,Comedy,Romance,Romance,Jemaine Clement,Regina Hall,Jessica Williams,0.0,1.0,4.0,85.0,43819528.982781656,177338.0,2015
Born to Be Blue,6.9,64.0,7702.0,1.0,Biography,Drama,Music,Ethan Hawke,Carmen Ejogo,Callum Keith Rennie,0.0,3.0,7.0,97.0,6500000.0,1553337.0,2015
Ratter,5.5,64.0,7689.0,1.0,Drama,Horror,Thriller,Ashley Benson,Matt McGorry,Kaili Vernoff,0.0,0.0,2.0,80.0,500000.0,21214.0,2015
Into the Grizzly Maze,5.3,43.0,7647.0,1.0,Action,Adventure,Drama,James Marsden,Thomas Jane,Piper Perabo,0.0,0.0,0.0,94.0,10000000.0,53160295.192035295,2015
Lila & Eve,5.8,45.0,7635.0,1.0,Crime,Drama,Mystery,Viola Davis,Aml Ameen,Ron Caldwell,0.0,0.0,3.0,94.0,43819528.982781656,179807.0,2015
The Family Fang,6.1,67.0,7567.0,1.0,Comedy,Drama,Mystery,Jason Bateman,Nicole Kidman,Kathryn Hahn,0.0,1.0,1.0,105.0,43819528.982781656,649555.0,2015
Accidental Love,4.1,20.0,7523.0,3.0,Comedy,Romance,Romance,Jessica Biel,Raymond L. Brown Jr.,Jenny Gulley,0.0,0.0,0.0,100.0,26000000.0,24487.0,2015
Krisha,7.2,86.0,7160.0,1.0,Drama,Drama,Drama,Krisha Fairchild,Alex Dobrenko,Robyn Fairchild,0.0,16.0,26.0,83.0,43819528.982781656,144822.0,2015
Jem and the Holograms,4.1,42.0,7153.0,2.0,Adventure,Drama,Family,Aubrey Peeples,Stefanie Scott,Aurora Perrineau,0.0,0.0,2.0,118.0,5000000.0,2333684.0,2015
Careful What You Wish For,5.7,32.0,7146.0,1.0,Drama,Thriller,Thriller,Nick Jonas,Kiki Harris,David Sherrill,0.0,0.0,1.0,91.0,8000000.0,82230.0,2015
Life,6.1,59.0,7140.0,1.0,Biography,Drama,Drama,Robert Pattinson,Dane DeHaan,Peter Lucas,0.0,0.0,0.0,111.0,12000000.0,1231606.0,2015
Do You Believe?,6.1,22.0,6918.0,3.0,Drama,Drama,Drama,Mira Sorvino,Sean Astin,Alexa PenaVega,0.0,2.0,3.0,120.0,2300000.0,14410698.0,2015
Interstellar,8.6,74.0,1426042.0,3.0,Adventure,Drama,Sci-Fi,Matthew McConaughey,Anne Hathaway,Jessica Chastain,1.0,43.0,43147.0,169.0,165000000.0,677519931.0,2014
Guardians of the Galaxy,8.0,76.0,1015735.0,3.0,Action,Adventure,Comedy,Chris Pratt,Vin Diesel,Bradley Cooper,2.0,52.0,52100.0,121.0,170000000.0,772776600.0,2014
Gone Girl,8.1,79.0,823146.0,1.0,Drama,Mystery,Thriller,Ben Affleck,Rosamund Pike,Neil Patrick Harris,1.0,64.0,64183.0,149.0,61000000.0,369330363.0,2014
Captain America: The Winter Soldier,7.7,70.0,712959.0,3.0,Action,Adventure,Sci-Fi,Chris Evans,Samuel L. Jackson,Scarlett Johansson,1.0,5.0,550.0,136.0,170000000.0,714421503.0,2014
Whiplash,8.5,88.0,680851.0,1.0,Drama,Music,Music,Miles Teller,J.K. Simmons,Melissa Benoist,3.0,91.0,91143.0,106.0,3300000.0,48982041.0,2014
The Grand Budapest Hotel,8.1,88.0,680172.0,1.0,Adventure,Comedy,Crime,Ralph Fiennes,F. Murray Abraham,Mathieu Amalric,4.0,130.0,130225.0,99.0,25000000.0,172936941.0,2014
The Imitation Game,8.0,73.0,660681.0,3.0,Biography,Drama,Thriller,Benedict Cumberbatch,Keira Knightley,Matthew Goode,1.0,48.0,48159.0,114.0,14000000.0,233555708.0,2014
X-Men: Days of Future Past,8.0,75.0,646446.0,3.0,Action,Adventure,Sci-Fi,Patrick Stewart,Ian McKellen,Hugh Jackman,1.0,16.0,1647.0,132.0,200000000.0,746045700.0,2014
Edge of Tomorrow,7.9,71.0,580594.0,3.0,Action,Adventure,Sci-Fi,Tom Cruise,Emily Blunt,Bill Paxton,0.0,11.0,37.0,113.0,178000000.0,370541256.0,2014
Kingsman: The Secret Service,7.7,60.0,574715.0,1.0,Action,Adventure,Comedy,Colin Firth,Taron Egerton,Samuel L. Jackson,0.0,8.0,27.0,129.0,81000000.0,414351546.0,2014
Birdman or (The Unexpected Virtue of Ignorance),7.7,87.0,560417.0,1.0,Comedy,Drama,Drama,Michael Keaton,Zach Galifianakis,Edward Norton,4.0,192.0,192285.0,119.0,18000000.0,103215094.0,2014
John Wick,7.4,68.0,512860.0,1.0,Action,Crime,Thriller,Keanu Reeves,Michael Nyqvist,Alfie Allen,0.0,5.0,8.0,101.0,20000000.0,86013056.0,2014
The Hobbit: The Battle of the Five Armies,7.4,59.0,460801.0,3.0,Adventure,Fantasy,Fantasy,Ian McKellen,Martin Freeman,Richard Armitage,1.0,7.0,753.0,144.0,250000000.0,956019788.0,2014
Ex Machina,7.7,78.0,456998.0,1.0,Drama,Mystery,Sci-Fi,Alicia Vikander,Domhnall Gleeson,Oscar Isaac,1.0,71.0,71156.0,108.0,15000000.0,36869414.0,2014
Nightcrawler,7.8,76.0,442359.0,1.0,Crime,Drama,Thriller,Jake Gyllenhaal,Rene Russo,Bill Paxton,1.0,42.0,42122.0,117.0,8500000.0,47398992.0,2014
Lucy,6.4,61.0,429734.0,1.0,Action,Sci-Fi,Thriller,Scarlett Johansson,Morgan Freeman,Min-sik Choi,0.0,1.0,12.0,89.0,40000000.0,458863600.0,2014
American Sniper,7.3,72.0,425369.0,1.0,Action,Biography,Drama,Bradley Cooper,Sienna Miller,Kyle Gallner,1.0,23.0,2343.0,133.0,58800000.0,547426372.0,2014
Divergent,6.7,48.0,415821.0,3.0,Action,Adventure,Mystery,Shailene Woodley,Theo James,Kate Winslet,0.0,7.0,11.0,139.0,85000000.0,288885818.0,2014
Fury,7.6,64.0,410975.0,1.0,Action,Drama,War,Brad Pitt,Shia LaBeouf,Logan Lerman,0.0,5.0,23.0,134.0,68000000.0,211817906.0,2014
The Amazing Spider-Man 2,6.6,53.0,406761.0,3.0,Action,Adventure,Sci-Fi,Andrew Garfield,Emma Stone,Jamie Foxx,0.0,4.0,30.0,142.0,200000000.0,708982323.0,2014
